,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
1082,No,45,Yes,Yes,Fiber optic,No,No,One year,No,96.75,No
1083,No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,82.65,No
1084,No,4,No,No,DSL,No,No,Month-to-month,No,55.5,No
1085,Yes,33,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,95.3,No
1086,No,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
1087,No,37,No,Yes,DSL,Yes,No,Month-to-month,No,36.65,No
1088,Yes,23,Yes,Yes,DSL,Yes,Yes,One year,Yes,66.25,No
1089,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.3,No
1090,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.9,No
1091,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.5,No
1092,Yes,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,No
1093,No,49,No,Yes,Fiber optic,No,No,Two year,Yes,94.8,No
1094,No,66,No,Yes,Fiber optic,Yes,No,One year,No,108.1,No
1095,No,25,No,No,DSL,Yes,Yes,One year,No,54.2,No
1096,Yes,50,No,No,DSL,Yes,No,One year,No,54.9,No
1097,No,31,No,Yes,DSL,Yes,Yes,Two year,No,79.2,No
1098,Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,110.9,No
1099,No,18,No,No,DSL,Yes,No,Month-to-month,Yes,39.05,Yes
1100,No,72,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,117.8,Yes
1101,Yes,28,No,Yes,DSL,Yes,Yes,One year,Yes,60.0,No
1102,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,Yes
1103,No,64,No,Yes,Fiber optic,No,Yes,Two year,Yes,105.25,No
1104,No,5,No,No,DSL,Yes,No,One year,Yes,70.0,Yes
1105,No,34,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
1106,Yes,46,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.0,No
1107,No,16,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,90.7,No
1108,No,9,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.3,No
1109,Yes,69,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.55,No
1110,No,1,Yes,No,DSL,No,No,Month-to-month,Yes,48.55,Yes
1111,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.3,No
1112,No,31,No,No,DSL,Yes,Yes,One year,Yes,79.3,No
1113,No,17,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,90.2,Yes
1114,Yes,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,Yes
1115,No,46,No,No,DSL,Yes,Yes,One year,No,33.7,No
1116,No,53,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.85,Yes
1117,No,58,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.7,No
1118,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.3,No
1119,No,29,Yes,No,DSL,Yes,Yes,One year,No,58.0,No
1120,No,72,Yes,No,Fiber optic,No,No,Two year,No,78.5,No
1121,No,16,No,Yes,Fiber optic,No,No,Month-to-month,No,75.1,No
1122,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.55,Yes
1123,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.85,Yes
1124,No,33,No,No,Fiber optic,No,No,Month-to-month,Yes,94.5,Yes
1125,No,27,No,No,DSL,No,No,Month-to-month,No,49.0,No
1126,No,71,Yes,No,Fiber optic,No,No,Two year,Yes,80.7,No
1127,No,29,No,Yes,DSL,Yes,No,One year,No,70.9,No
1128,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes
1129,No,62,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.1,No
1130,Yes,67,No,No,Fiber optic,Yes,Yes,Two year,Yes,105.65,No
1131,No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.45,No
1132,Yes,8,No,No,Fiber optic,No,No,Month-to-month,Yes,80.45,Yes
1133,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.6,No
1134,No,49,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.05,Yes
1135,No,57,No,Yes,DSL,Yes,No,One year,Yes,71.1,No
1136,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,No
1137,No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.0,Yes
1138,Yes,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,No
1139,No,71,No,No,Fiber optic,Yes,No,One year,Yes,98.65,No
1140,Yes,6,No,No,DSL,No,No,Month-to-month,No,45.5,No
1141,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,83.95,Yes
1142,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,No
1143,No,19,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,95.15,Yes
1144,No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,88.05,No
1145,No,63,No,No,DSL,Yes,No,One year,No,58.55,No
1146,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,No
1147,No,18,No,No,Fiber optic,No,Yes,Month-to-month,Yes,75.9,No
1148,Yes,23,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.1,No
1149,No,17,Yes,No,Fiber optic,No,No,Month-to-month,No,78.9,No
1150,No,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,No
1151,No,1,No,No,DSL,No,No,Month-to-month,Yes,24.45,Yes
1152,No,55,No,No,Fiber optic,Yes,No,Month-to-month,Yes,77.75,Yes
1153,No,1,No,No,DSL,No,No,Month-to-month,No,45.1,Yes
1154,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.5,No
1155,No,1,No,No,DSL,No,Yes,Month-to-month,Yes,49.9,No
1156,Yes,43,Yes,No,DSL,No,Yes,One year,Yes,71.9,No
1157,No,3,No,No,Fiber optic,Yes,No,Month-to-month,No,75.05,No
1158,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,No
1159,No,8,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes
1160,No,53,No,No,Fiber optic,No,Yes,One year,Yes,91.15,No
1161,No,23,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.75,No
1162,No,42,Yes,No,Fiber optic,Yes,No,One year,Yes,105.2,No
1163,No,15,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.3,Yes
1164,Yes,1,No,No,Fiber optic,No,No,Month-to-month,No,69.75,Yes
1165,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,65.7,No
1166,Yes,56,Yes,Yes,DSL,No,No,One year,No,68.75,No
1167,No,48,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,102.5,No
1168,No,39,Yes,Yes,DSL,No,Yes,One year,Yes,40.3,No
1169,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,Yes
1170,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,95.2,Yes
1171,No,70,No,Yes,DSL,Yes,Yes,Two year,Yes,75.5,No
1172,Yes,70,Yes,Yes,DSL,No,Yes,Two year,No,66.0,No
1173,No,53,Yes,Yes,DSL,Yes,Yes,One year,Yes,53.6,No
1174,No,28,Yes,No,DSL,No,Yes,One year,No,54.35,No
1175,No,20,No,No,Fiber optic,No,No,Month-to-month,No,71.3,Yes
1176,No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No
1177,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,76.5,Yes
1178,Yes,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.3,No
1179,No,25,No,No,Fiber optic,Yes,Yes,Two year,No,99.3,No
1180,Yes,34,No,No,Fiber optic,No,No,Month-to-month,No,78.3,Yes
1181,No,10,No,No,Fiber optic,No,No,Month-to-month,No,86.45,Yes
1182,No,8,No,No,DSL,No,No,Month-to-month,Yes,45.15,Yes
1183,Yes,65,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,85.75,No
1184,No,30,Yes,Yes,DSL,Yes,Yes,One year,No,85.35,Yes
1185,Yes,17,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,66.7,No
1186,Yes,62,Yes,No,DSL,Yes,Yes,One year,No,71.4,No
1187,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,95.15,Yes
1188,Yes,59,Yes,No,DSL,Yes,Yes,Two year,Yes,76.45,No
1189,No,2,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.45,No
1190,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.6,Yes
1191,No,7,No,No,DSL,Yes,Yes,One year,Yes,35.5,No
1192,No,5,No,No,Fiber optic,Yes,No,Month-to-month,Yes,75.55,Yes
1193,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,Yes
1194,No,49,No,Yes,Fiber optic,No,Yes,One year,Yes,106.65,No
1195,No,44,Yes,No,DSL,No,Yes,One year,No,65.4,No
1196,Yes,24,No,No,Fiber optic,Yes,No,Two year,Yes,96.55,No
1197,No,8,No,No,Fiber optic,No,No,Month-to-month,No,84.5,Yes
1198,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,64.8,No
1199,No,4,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.6,Yes
1200,No,56,No,Yes,Fiber optic,Yes,No,One year,Yes,106.8,No
1201,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
1202,No,19,No,Yes,DSL,No,No,Month-to-month,Yes,39.7,No
1203,Yes,54,No,Yes,DSL,No,Yes,One year,Yes,70.7,No
1204,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.15,No
1205,No,39,Yes,No,Fiber optic,Yes,Yes,One year,Yes,104.7,Yes
1206,No,49,No,Yes,Fiber optic,Yes,No,Month-to-month,No,99.4,No
1207,No,65,Yes,Yes,DSL,No,Yes,Two year,Yes,59.6,No
1208,No,15,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.1,Yes
1209,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.0,Yes
1210,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,81.1,Yes
1211,Yes,67,No,Yes,Fiber optic,Yes,Yes,One year,Yes,112.35,No
1212,No,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.65,Yes
1213,No,72,No,Yes,DSL,Yes,Yes,Two year,No,77.35,No
1214,Yes,50,Yes,Yes,DSL,Yes,Yes,One year,Yes,80.05,No
1215,No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,Yes
1216,Yes,1,Yes,No,DSL,No,No,Month-to-month,Yes,48.75,No
1217,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,No
1218,Yes,65,Yes,No,Fiber optic,Yes,Yes,Two year,No,109.3,No
1219,No,24,No,Yes,DSL,Yes,No,Month-to-month,Yes,54.15,Yes
1220,Yes,17,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.15,No
1221,No,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,96.05,Yes
1222,Yes,54,No,Yes,Fiber optic,No,Yes,Two year,Yes,79.95,No
1223,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.65,No
1224,Yes,30,No,Yes,DSL,Yes,Yes,Two year,No,80.8,No
1225,No,27,Yes,No,DSL,No,No,Month-to-month,No,30.75,Yes
1226,No,49,Yes,No,Fiber optic,No,No,Month-to-month,No,101.55,No
1227,Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.65,No
1228,No,37,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.05,No
1229,Yes,2,No,No,Fiber optic,No,No,Month-to-month,Yes,89.55,Yes
1230,Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,No
1231,No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,No
1232,Yes,30,No,No,Fiber optic,Yes,No,One year,No,86.45,No
1233,No,57,No,No,DSL,Yes,Yes,One year,Yes,53.5,No
1234,Yes,65,Yes,Yes,DSL,No,No,Two year,Yes,69.55,No
1235,No,31,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,87.6,No
1236,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,109.7,No
1237,No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,81.45,No
1238,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No
1239,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,68.5,Yes
1240,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.05,Yes
1241,No,40,No,Yes,Fiber optic,No,No,Month-to-month,No,74.8,No
1242,No,9,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.45,Yes
1243,No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,109.55,No
1244,No,12,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.6,No
1245,No,53,Yes,No,DSL,Yes,Yes,One year,No,77.4,No
1246,No,23,No,Yes,DSL,Yes,No,One year,No,55.8,No
1247,No,9,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.9,No
1248,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.4,No
1249,No,68,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.3,Yes
1250,No,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.75,Yes
1251,Yes,63,Yes,Yes,DSL,Yes,Yes,Two year,No,74.5,No
1252,Yes,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
1253,No,8,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.0,Yes
1254,No,39,No,Yes,Fiber optic,No,No,One year,No,81.4,No
1255,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,69.85,No
1256,No,39,No,No,DSL,Yes,No,Month-to-month,Yes,50.75,Yes
1257,No,20,No,No,DSL,No,No,Month-to-month,Yes,61.6,Yes
1258,No,18,No,No,DSL,No,No,Month-to-month,No,25.15,No
1259,Yes,50,Yes,Yes,DSL,No,No,One year,Yes,43.05,No
1260,No,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,No
1261,No,26,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,95.0,Yes
1262,Yes,58,Yes,Yes,DSL,Yes,No,One year,No,50.0,No
1263,Yes,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.55,No
1264,Yes,1,No,No,DSL,No,No,Month-to-month,No,44.55,No
1265,No,70,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.55,No
1267,Yes,50,Yes,No,DSL,No,No,Month-to-month,Yes,39.45,No
1268,No,69,Yes,Yes,DSL,No,No,Two year,No,56.55,No
1269,Yes,71,Yes,No,DSL,No,No,One year,Yes,66.2,No
1270,No,22,No,No,Fiber optic,Yes,No,Month-to-month,Yes,87.0,No
1271,No,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.3,No
1272,No,13,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.95,No
1273,No,27,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,No
1274,No,71,No,No,DSL,Yes,Yes,Two year,Yes,47.05,No
1275,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No
1276,No,1,No,Yes,DSL,No,No,Month-to-month,No,50.8,Yes
1277,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,No
1278,No,66,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.45,No
1279,No,16,No,Yes,DSL,No,Yes,Month-to-month,Yes,53.9,Yes
1280,Yes,32,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,76.3,No
1281,Yes,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,103.4,Yes
1282,No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.55,Yes
1283,No,41,No,Yes,DSL,No,No,Month-to-month,Yes,40.35,No
1284,No,70,No,Yes,Fiber optic,Yes,No,One year,Yes,104.8,No
1285,No,54,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,111.1,Yes
1286,Yes,61,No,Yes,Fiber optic,Yes,Yes,One year,No,103.9,No
1287,Yes,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.5,No
1288,No,1,No,No,DSL,Yes,Yes,Month-to-month,No,35.9,No
1289,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.65,No
1290,Yes,54,No,Yes,DSL,No,No,Month-to-month,Yes,55.0,Yes
1291,No,42,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.25,Yes
1292,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,90.35,Yes
1293,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,94.8,No
1295,No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.05,Yes
1296,No,50,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,No
1297,No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,No
1298,No,54,No,No,Fiber optic,Yes,No,One year,Yes,94.1,No
1299,No,9,No,No,Fiber optic,No,No,Month-to-month,No,89.45,Yes
1300,No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.0,Yes
1301,No,35,Yes,No,DSL,Yes,Yes,One year,Yes,85.95,Yes
1302,Yes,22,No,No,DSL,Yes,No,One year,Yes,49.45,No
1303,Yes,51,Yes,No,DSL,No,Yes,Two year,No,34.2,No
1304,No,28,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.5,Yes
1305,No,40,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.4,No
1306,No,20,Yes,No,DSL,No,Yes,One year,Yes,64.15,No
1307,No,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.85,No
1308,No,29,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,68.85,Yes
1309,No,2,Yes,No,DSL,No,No,Month-to-month,Yes,49.25,Yes
1310,Yes,72,Yes,No,DSL,Yes,Yes,Two year,No,48.9,No
1311,No,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.05,No
1312,No,1,No,No,DSL,No,No,Month-to-month,No,45.3,Yes
1313,No,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.0,No
1314,Yes,22,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.4,Yes
1315,Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.1,No
1316,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.05,Yes
1317,No,35,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,No
1318,Yes,49,No,Yes,DSL,No,Yes,Two year,No,79.3,No
1319,Yes,47,No,Yes,Fiber optic,No,No,Month-to-month,No,87.2,No
1320,No,12,No,No,Fiber optic,No,No,Month-to-month,Yes,94.2,Yes
1321,Yes,19,Yes,No,DSL,No,No,One year,Yes,48.95,No
1322,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,86.85,Yes
1323,No,27,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.6,No
1324,No,4,Yes,No,DSL,Yes,Yes,Month-to-month,No,48.25,No
1325,Yes,55,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.15,No
1326,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,84.9,Yes
1327,Yes,61,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,No
1328,No,21,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.5,No
1329,Yes,52,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,85.8,No
1330,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,82.0,Yes
1331,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.4,Yes
1332,Yes,17,Yes,No,Fiber optic,No,Yes,Month-to-month,No,91.85,Yes
1333,No,66,Yes,Yes,DSL,Yes,No,Two year,No,66.9,No
1334,Yes,2,No,No,Fiber optic,Yes,Yes,Month-to-month,No,90.0,Yes
1335,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,No
1336,No,5,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.35,No
1337,No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.85,No
1338,No,56,No,Yes,DSL,No,Yes,One year,Yes,75.75,No
1339,No,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.8,No
1340,Yes,3,No,No,Fiber optic,No,No,Month-to-month,Yes,80.7,No
1341,Yes,58,No,Yes,Fiber optic,No,No,Month-to-month,Yes,92.85,No
1342,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.85,No
1343,No,17,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.55,No
1344,No,1,No,No,DSL,No,No,Month-to-month,No,50.75,No
1345,No,57,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,87.55,No
1346,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,Yes
1347,No,65,Yes,Yes,Fiber optic,No,No,Two year,Yes,92.7,No
1348,No,67,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,105.05,No
1349,No,65,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,107.65,No
1350,No,15,No,No,DSL,No,No,Month-to-month,No,48.85,No
1351,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,112.6,No
1352,Yes,64,Yes,No,DSL,No,Yes,One year,No,65.8,No
1353,No,28,Yes,Yes,DSL,No,No,Month-to-month,No,56.05,No
1354,No,16,No,No,DSL,No,Yes,Month-to-month,No,59.4,Yes
1355,No,56,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,105.35,No
1356,Yes,64,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,86.8,No
1357,No,1,No,No,Fiber optic,No,No,Month-to-month,No,69.1,Yes
1358,No,11,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
1359,No,58,No,Yes,Fiber optic,No,No,One year,Yes,97.8,No
1360,Yes,54,No,Yes,Fiber optic,No,Yes,One year,Yes,105.2,No
1361,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,94.7,Yes
1362,Yes,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,97.95,Yes
1363,No,9,No,No,DSL,No,No,Month-to-month,Yes,34.7,Yes
1364,No,64,No,Yes,DSL,No,Yes,Month-to-month,Yes,43.85,No
1365,No,15,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,83.05,Yes
1366,No,52,Yes,No,DSL,Yes,Yes,One year,No,74.0,No
1367,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,No
1368,Yes,10,No,No,DSL,Yes,No,Month-to-month,No,60.2,No
1369,No,8,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.2,No
